event_type,protein_id, protein parent id,shine_dal,length,concentration,hamming_dist,dist_next_protein,nb_proteins,dna_length,m,w,h,c,f
initial,0,0,4629,15,0,4,5000,1,5000,0.333333,0.0222222,0.779528,0.2,functional
DUPL,1,0,3268,15,0,4,3639,2,8587,0.333333,0.0222222,0.779528,0.2,functional
 ,0,0,8216,15,0,4,3639,2,8587,0.333333,0.0222222,0.779528,0.2,functional
DUPL,1,1,3268,15,0,4,3639,3,10102,0.333333,0.0222222,0.779528,0.2,functional
 ,2,1,7612,10,0,4,4344,3,10102,0.285714,0.0190476,1,0.2,functional
 ,0,0,9731,15,0,4,3639,3,10102,0.333333,0.0222222,0.779528,0.2,functional
DUPL,1,1,3822,15,0,4,4193,3,10656,0.333333,0.0222222,0.779528,0.2,functional
 ,2,2,8166,10,0,4,4344,3,10656,0.285714,0.0190476,1,0.2,functional
 ,0,0,10285,15,0,4,4193,3,10656,0.333333,0.0222222,0.779528,0.2,functional
DUPL,1,1,3822,21,0,4,4193,4,13094,0.365079,0.021164,0.753425,0.2,functional
 ,3,0,4293,15,0,4,471,4,13094,0.333333,0.0222222,0.779528,0.2,functional
 ,2,2,10604,10,0,4,6311,4,13094,0.285714,0.0190476,1,0.2,functional
 ,0,0,12723,15,0,4,4193,4,13094,0.333333,0.0222222,0.779528,0.2,functional
INV,3,3,1441,15,0,11,12623,4,13094,0.333333,0.0222222,0.779528,0.2,functional
 ,1,1,1912,21,0,11,12623,4,13094,0.365079,0.021164,0.753425,0.2,functional
 ,2,2,10604,10,0,4,6311,4,13094,0.285714,0.0190476,1,0.2,functional
 ,0,0,12723,15,0,4,4193,4,13094,0.333333,0.0222222,0.779528,0.2,functional
DUPL,3,3,1441,15,0,11,13297,6,18262,0.333333,0.0222222,0.779528,0.2,functional
 ,1,1,1912,21,0,11,4023,6,18262,0.365079,0.021164,0.753425,0.2,functional
 ,4,3,5935,15,0,11,471,6,18262,0.333333,0.0222222,0.779528,0.2,functional
 ,5,1,6406,21,0,11,13297,6,18262,0.365079,0.021164,0.753425,0.2,functional
 ,2,2,15772,10,0,4,16143,6,18262,0.285714,0.0190476,1,0.2,functional
 ,0,0,17891,15,0,4,16143,6,18262,0.333333,0.0222222,0.779528,0.2,functional
TRANS,3,3,1441,15,0,11,4060,6,18262,0.333333,0.0222222,0.779528,0.2,functional
 ,1,1,1912,21,0,11,13260,6,18262,0.365079,0.021164,0.753425,0.2,functional
 ,2,2,8218,10,0,4,8589,6,18262,0.285714,0.0190476,1,0.2,functional
 ,4,4,15172,15,0,11,471,6,18262,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,15643,21,0,11,4060,6,18262,0.365079,0.021164,0.753425,0.2,functional
 ,0,0,17891,15,0,4,8589,6,18262,0.333333,0.0222222,0.779528,0.2,functional
TRANS,2,2,1941,10,0,11,4560,5,18262,0.285714,0.0190476,1,0.2,functional
 ,3,3,10004,15,0,11,471,5,18262,0.333333,0.0222222,0.779528,0.2,functional
 ,1,1,10475,21,0,11,5168,5,18262,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,15643,21,0,11,4560,5,18262,0.365079,0.021164,0.753425,0.2,functional
 ,0,0,17891,15,0,4,18262,5,18262,0.333333,0.0222222,0.779528,0.2,functional
INV,2,2,1941,10,0,11,4560,5,18262,0.285714,0.0190476,1,0.2,functional
 ,1,1,9187,21,0,4,9558,5,18262,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,9658,15,0,4,471,5,18262,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,15643,21,0,11,4560,5,18262,0.365079,0.021164,0.753425,0.2,functional
 ,0,0,17891,15,0,4,18262,5,18262,0.333333,0.0222222,0.779528,0.2,functional
DUPL,2,2,1941,10,0,11,9054,8,28840,0.285714,0.0190476,1,0.2,functional
 ,1,1,9187,21,0,4,9558,8,28840,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,9658,15,0,4,471,8,28840,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,15643,21,0,11,1524,8,28840,0.365079,0.021164,0.753425,0.2,functional
 ,7,5,17167,21,0,11,4560,8,28840,0.365079,0.021164,0.753425,0.2,functional
 ,8,0,19415,15,0,4,9757,8,28840,0.333333,0.0222222,0.779528,0.2,functional
 ,6,2,21727,10,0,11,9054,8,28840,0.285714,0.0190476,1,0.2,functional
 ,0,0,28469,15,0,4,9558,8,28840,0.333333,0.0222222,0.779528,0.2,functional
DEL,1,1,1353,21,0,4,6019,6,16247,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,1824,15,0,4,471,6,16247,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,7809,21,0,11,10163,6,16247,0.365079,0.021164,0.753425,0.2,functional
 ,7,7,9333,21,0,11,4560,6,16247,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,11581,15,0,4,6019,6,16247,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,13893,10,0,11,10163,6,16247,0.285714,0.0190476,1,0.2,functional
INV,1,1,1353,21,0,4,6019,6,16247,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,1824,15,0,4,471,6,16247,0.333333,0.0222222,0.779528,0.2,functional
 ,7,7,4959,21,0,4,3135,6,16247,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,6483,21,0,4,1524,6,16247,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,11581,15,0,4,6019,6,16247,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,13893,10,0,11,10163,6,16247,0.285714,0.0190476,1,0.2,functional
DUPL,1,1,1353,21,0,4,6019,6,16426,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,1824,15,0,4,471,6,16426,0.333333,0.0222222,0.779528,0.2,functional
 ,7,7,5138,21,0,4,3314,6,16426,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,6662,21,0,4,1524,6,16426,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,11760,15,0,4,6019,6,16426,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,14072,10,0,11,16426,6,16426,0.285714,0.0190476,1,0.2,functional
TRANS,1,1,1353,16,0,4,6019,6,16426,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,6,16426,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,6,16426,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,7794,15,0,4,3629,6,16426,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,11760,15,0,4,6019,6,16426,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,14072,10,0,11,16426,6,16426,0.285714,0.0190476,1,0.2,functional
DUPL,1,1,1353,16,0,4,7183,7,20551,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,7794,15,0,4,3629,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,11760,15,0,4,3966,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,9,5,14721,21,0,4,7183,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,18197,10,0,11,20551,7,20551,0.285714,0.0190476,1,0.2,functional
INV,1,1,1353,16,0,4,7183,7,20551,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,3,3,7794,15,0,4,3629,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,9253,10,0,4,12651,7,20551,0.285714,0.0190476,1,0.2,functional
 ,9,9,12729,21,0,11,17590,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,15690,15,0,11,17590,7,20551,0.333333,0.0222222,0.779528,0.2,functional
INV,1,1,1353,16,0,4,7183,7,20551,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,9,9,7451,21,0,4,14453,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,10927,10,0,11,15788,7,20551,0.285714,0.0190476,1,0.2,functional
 ,3,3,12386,15,0,11,3304,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,15690,15,0,11,17590,7,20551,0.333333,0.0222222,0.779528,0.2,functional
TRANS,1,1,1353,16,0,4,14453,7,20551,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,9,9,7451,28,0,4,14453,7,20551,0.348337,0.0212003,0.751711,0.2,functional
 ,8,8,10457,15,0,11,13641,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,15908,10,0,11,1459,7,20551,0.285714,0.0190476,1,0.2,functional
 ,3,3,17367,15,0,11,13641,7,20551,0.333333,0.0222222,0.779528,0.2,functional
TRANS,1,1,1353,16,0,4,14177,7,20551,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,9,9,7727,28,0,4,14177,7,20551,0.348337,0.0212003,0.751711,0.2,functional
 ,8,8,10733,15,0,11,13917,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,15908,10,0,11,1459,7,20551,0.285714,0.0190476,1,0.2,functional
 ,3,3,17367,15,0,11,13917,7,20551,0.333333,0.0222222,0.779528,0.2,functional
TRANS,1,1,1353,16,0,4,7047,7,20551,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,7,20551,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,8148,10,0,11,18596,7,20551,0.285714,0.0190476,1,0.2,functional
 ,3,3,9607,15,0,11,496,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,10103,15,0,11,18596,7,20551,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,14857,28,0,4,7047,7,20551,0.348337,0.0212003,0.751711,0.2,functional
S_INS,1,1,1353,16,0,4,7047,7,20553,0.253968,0.0247312,1,0.2,functional
 ,7,7,2641,21,0,4,1288,7,20553,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,4165,21,0,4,1524,7,20553,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,8148,10,0,11,18596,7,20553,0.285714,0.0190476,1,0.2,functional
 ,3,3,9609,15,0,11,496,7,20553,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,10105,15,0,11,18596,7,20553,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,14859,28,0,4,7047,7,20553,0.348337,0.0212003,0.751711,0.2,functional
TRANS,7,7,258,21,0,4,1122,7,20553,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,1782,21,0,4,1524,7,20553,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,5765,10,0,11,18596,7,20553,0.285714,0.0190476,1,0.2,functional
 ,3,3,7226,15,0,11,496,7,20553,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,7722,15,0,11,18596,7,20553,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,12476,28,0,4,10694,7,20553,0.348337,0.0212003,0.751711,0.2,functional
 ,1,1,19689,16,0,4,1122,7,20553,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,7,20553,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,1782,21,0,4,1524,7,20553,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,4388,10,0,11,18596,7,20553,0.285714,0.0190476,1,0.2,functional
 ,3,3,5849,15,0,11,496,7,20553,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,6345,15,0,11,18596,7,20553,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,12476,28,0,4,10694,7,20553,0.348337,0.0212003,0.751711,0.2,functional
 ,1,1,19689,16,0,4,1122,7,20553,0.253968,0.0247312,1,0.2,functional
DUPL,7,7,258,21,0,4,1122,7,23002,0.365079,0.021164,0.753425,0.2,functional
 ,5,5,1782,21,0,4,1524,7,23002,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,4388,10,0,11,21045,7,23002,0.285714,0.0190476,1,0.2,functional
 ,3,3,5849,15,0,11,496,7,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,8,8,6345,15,0,11,21045,7,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,14925,28,0,4,13143,7,23002,0.348337,0.0212003,0.751711,0.2,functional
 ,1,1,22138,16,0,4,1122,7,23002,0.253968,0.0247312,1,0.2,functional
INV,7,7,258,21,0,4,1122,7,23002,0.365079,0.021164,0.753425,0.2,functional
 ,9,9,2832,28,0,11,9859,7,23002,0.348337,0.0212003,0.751711,0.2,functional
 ,8,8,11412,15,0,4,11154,7,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,3,3,11908,15,0,4,496,7,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,13369,10,0,4,1461,7,23002,0.285714,0.0190476,1,0.2,functional
 ,5,5,15975,21,0,11,9859,7,23002,0.365079,0.021164,0.753425,0.2,functional
 ,1,1,22138,16,0,4,1122,7,23002,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,7,23002,0.365079,0.021164,0.753425,0.2,functional
 ,9,9,3275,28,0,11,10302,7,23002,0.348337,0.0212003,0.751711,0.2,functional
 ,8,8,11412,15,0,4,11154,7,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,3,3,11908,15,0,4,496,7,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,13369,10,0,4,1461,7,23002,0.285714,0.0190476,1,0.2,functional
 ,5,5,15975,21,0,11,10302,7,23002,0.365079,0.021164,0.753425,0.2,functional
 ,1,1,22138,16,0,4,1122,7,23002,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,8,23002,0.365079,0.021164,0.753425,0.2,functional
 ,10,10,5054,9,0,11,10299,8,23002,0.666667,0.0333333,1,0.2,functional
 ,9,9,5057,10,0,11,12700,8,23002,0.666667,0.0333333,-0.333333,0.2,functional
 ,8,8,13194,15,0,4,12936,8,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,3,3,13690,15,0,4,496,8,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,15151,10,0,4,1461,8,23002,0.285714,0.0190476,1,0.2,functional
 ,5,5,17757,21,0,11,10299,8,23002,0.365079,0.021164,0.753425,0.2,functional
 ,1,1,22138,16,0,4,1122,8,23002,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,8,23002,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,6422,8,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,9314,10,0,4,9056,8,23002,0.666667,0.0333333,-0.333333,0.2,functional
 ,10,10,9317,9,0,4,3,8,23002,0.666667,0.0333333,1,0.2,functional
 ,3,3,13690,15,0,4,4373,8,23002,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,15151,10,0,4,1461,8,23002,0.285714,0.0190476,1,0.2,functional
 ,5,5,17757,21,0,11,6422,8,23002,0.365079,0.021164,0.753425,0.2,functional
 ,1,1,22138,16,0,4,1122,8,23002,0.253968,0.0247312,1,0.2,functional
DUPL,7,7,258,21,0,4,1122,8,26885,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,6422,8,26885,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,9314,10,0,4,9056,8,26885,0.666667,0.0333333,-0.333333,0.2,functional
 ,10,10,9317,9,0,4,3,8,26885,0.666667,0.0333333,1,0.2,functional
 ,3,3,17573,15,0,4,8256,8,26885,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,19034,10,0,4,1461,8,26885,0.285714,0.0190476,1,0.2,functional
 ,5,5,21640,21,0,11,6422,8,26885,0.365079,0.021164,0.753425,0.2,functional
 ,1,1,26021,16,0,4,1122,8,26885,0.253968,0.0247312,1,0.2,functional
DUPL,7,7,258,21,0,4,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,6422,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,9,9,9314,10,0,4,9056,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,10,10,9317,9,0,4,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,15,1,13491,16,0,4,4174,13,40542,0.253968,0.0247312,1,0.2,functional
 ,11,7,14613,21,0,4,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,12,8,15532,15,0,11,19765,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,13,9,23669,10,0,4,9056,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,14,10,23672,9,0,4,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,3,3,31230,15,0,4,7558,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,32691,10,0,4,1461,13,40542,0.285714,0.0190476,1,0.2,functional
 ,5,5,35297,21,0,11,6422,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,1,1,39678,16,0,4,1122,13,40542,0.253968,0.0247312,1,0.2,functional
INV,7,7,258,21,0,4,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,6422,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,9056,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,12,12,11553,15,0,4,11295,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,11,11,12472,21,0,11,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,15,15,13594,16,0,11,4174,13,40542,0.253968,0.0247312,1,0.2,functional
 ,10,10,17768,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,9,9,17771,10,0,11,17526,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,31230,15,0,4,7558,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,6,6,32691,10,0,4,1461,13,40542,0.285714,0.0190476,1,0.2,functional
 ,5,5,35297,21,0,11,6422,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,1,1,39678,16,0,4,1122,13,40542,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,9056,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,12,12,11553,15,0,4,11295,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,11,11,12472,21,0,11,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,15,15,13594,16,0,11,4174,13,40542,0.253968,0.0247312,1,0.2,functional
 ,10,10,17768,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,9,9,17771,10,0,11,16521,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,31230,15,0,4,19677,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,34292,21,0,11,1953,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,36245,10,0,11,5474,13,40542,0.285714,0.0190476,1,0.2,functional
 ,1,1,39678,16,0,4,1122,13,40542,0.253968,0.0247312,1,0.2,functional
INV,7,7,258,21,0,4,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,9056,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,12,12,11553,15,0,4,11295,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,11,11,12472,21,0,11,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,15,15,13594,16,0,11,4174,13,40542,0.253968,0.0247312,1,0.2,functional
 ,10,10,17768,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,9,9,17771,10,0,11,16521,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,31230,15,0,4,19677,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,34292,21,0,11,1953,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,36245,10,0,11,5474,13,40542,0.285714,0.0190476,1,0.2,functional
 ,1,1,39678,16,0,4,1122,13,40542,0.253968,0.0247312,1,0.2,functional
INV,7,7,258,21,0,4,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,9056,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,12070,16,0,4,11812,13,40542,0.253968,0.0247312,1,0.2,functional
 ,11,11,13192,21,0,4,1122,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,14111,15,0,11,3657,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,17768,9,0,11,3,13,40542,0.666667,0.0333333,1,0.2,functional
 ,9,9,17771,10,0,11,16521,13,40542,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,31230,15,0,4,19677,13,40542,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,34292,21,0,11,1953,13,40542,0.365079,0.021164,0.753425,0.2,functional
 ,6,6,36245,10,0,11,5474,13,40542,0.285714,0.0190476,1,0.2,functional
 ,1,1,39678,16,0,4,1122,13,40542,0.253968,0.0247312,1,0.2,functional
DUPL,7,7,258,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,10695,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,12070,16,0,4,11812,15,51608,0.253968,0.0247312,1,0.2,functional
 ,11,11,13192,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,14111,15,0,11,3657,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,17768,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,9,9,17771,10,0,11,16521,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,31230,15,0,4,18038,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,34292,21,0,11,3188,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,16,10,37480,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,17,9,37483,10,0,11,9828,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,47311,10,0,11,5474,15,51608,0.285714,0.0190476,1,0.2,functional
 ,1,1,50744,16,0,4,1122,15,51608,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,14601,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,15976,16,0,4,15718,15,51608,0.253968,0.0247312,1,0.2,functional
 ,11,11,17098,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,18017,15,0,11,3657,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,21674,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,9,9,21677,10,0,11,12615,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,31230,15,0,4,14132,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,34292,21,0,11,3188,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,16,16,37480,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,17,17,37483,10,0,11,9828,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,47311,10,0,11,5474,15,51608,0.285714,0.0190476,1,0.2,functional
 ,1,1,50744,16,0,4,1122,15,51608,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,13239,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,14614,16,0,4,14356,15,51608,0.253968,0.0247312,1,0.2,functional
 ,11,11,15736,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,16655,15,0,11,3657,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,20312,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,9,9,20315,10,0,11,12615,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,29868,15,0,4,14132,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,32930,21,0,11,4550,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,16,16,37480,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,17,17,37483,10,0,11,9828,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,47311,10,0,11,5474,15,51608,0.285714,0.0190476,1,0.2,functional
 ,1,1,50744,16,0,4,1122,15,51608,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,13239,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,14614,16,0,4,14356,15,51608,0.253968,0.0247312,1,0.2,functional
 ,11,11,15736,21,0,4,1122,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,16655,15,0,11,3657,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,20312,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,9,9,20315,10,0,11,12615,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,29868,15,0,4,14132,15,51608,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,32930,21,0,11,7184,15,51608,0.365079,0.021164,0.753425,0.2,functional
 ,16,16,40114,9,0,11,3,15,51608,0.666667,0.0333333,1,0.2,functional
 ,17,17,40117,10,0,11,7194,15,51608,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,47311,10,0,11,5474,15,51608,0.285714,0.0190476,1,0.2,functional
